cid,countyName,predict,truePoverty,error
0500000US06111,Ventura County California,21.8165325,10.3,-11.5165325
0500000US28161,Yalobusha County Mississippi,811.5320595,22.6,-788.9320595
0500000US19175,Union County Iowa,8.793929877,13.8,5.006070123
0500000US26101,Manistee County Michigan,19.89223991,14.7,-5.192239912
0500000US05081,Little River County Arkansas,28.126321,18.8,-9.326321
0500000US13263,Talbot County Georgia,5.760696742,16.9,11.13930326
0500000US17009,Brown County Illinois,-33.1581405,11.6,44.7581405
0500000US20059,Franklin County Kansas,-84.85176615,12.5,97.35176615
0500000US13117,Forsyth County Georgia,-7.338079781,6.5,13.83807978
0500000US31165,Sioux County Nebraska,-43.24469927,12.4,55.64469927
0500000US08075,Logan County Colorado,99.50650386,16.8,-82.70650386
0500000US29186,Ste. Genevieve County Missouri,-16.85191817,16.6,33.45191817
0500000US01057,Fayette County Alabama,99.06125031,18.1,-80.96125031
0500000US34041,Warren County New Jersey,13.2800969,8.2,-5.0800969
0500000US26017,Bay County Michigan,1459.041981,16.3,-1442.741981
0500000US30079,Prairie County Montana,49.67786558,10.1,-39.57786558
0500000US51069,Frederick County Virginia,25.03920714,5.6,-19.43920714
0500000US24035,Queen Anne's County Maryland,32.5276802,6.4,-26.1276802
0500000US36073,Orleans County New York,39.81320189,15.9,-23.91320189
0500000US48413,Schleicher County Texas,429.0392921,10.2,-418.8392921
0500000US40007,Beaver County Oklahoma,10.46987517,11.7,1.230124835
0500000US42021,Cambria County Pennsylvania,1684.869893,15.6,-1669.269893
0500000US56041,Uinta County Wyoming,35.81971644,14.9,-20.91971644
0500000US21049,Clark County Kentucky,-6.760585978,15,21.76058598
0500000US40069,Johnston County Oklahoma,38.06557585,20,-18.06557585
0500000US19079,Hamilton County Iowa,-0.733833057,9.4,10.13383306
0500000US55091,Pepin County Wisconsin,7.028816715,13.1,6.071183285
0500000US46063,Harding County South Dakota,56.98663014,12.9,-44.08663014
0500000US40147,Washington County Oklahoma,14.57389655,14,-0.573896553
0500000US48265,Kerr County Texas,-280.6230983,13.8,294.4230983
0500000US08081,Moffat County Colorado,11.07334675,10.1,-0.973346755
0500000US21227,Warren County Kentucky,21.20160564,18,-3.201605642
0500000US20177,Shawnee County Kansas,-5.531150212,13.2,18.73115021
0500000US48109,Culberson County Texas,33.53699494,29.4,-4.136994936
0500000US22033,East Baton Rouge Parish Louisiana,47.845521,19.1,-28.745521
0500000US21027,Breckinridge County Kentucky,98.73666136,17.7,-81.03666136
0500000US29117,Livingston County Missouri,13.43779133,17.9,4.462208669
0500000US13169,Jones County Georgia,51.03308023,14.2,-36.83308023
0500000US35001,Bernalillo County New Mexico,26.27670312,18,-8.276703122
0500000US06083,Santa Barbara County California,-16.92524873,15.4,32.32524873
0500000US40097,Mayes County Oklahoma,40.901098,19.2,-21.701098
0500000US17151,Pope County Illinois,-8.555976742,12.7,21.25597674
0500000US31099,Kearney County Nebraska,98.83662957,9.4,-89.43662957
0500000US48167,Galveston County Texas,2.205766366,13.9,11.69423363
0500000US22069,Natchitoches Parish Louisiana,46.93444842,31.9,-15.03444842
0500000US37053,Currituck County North Carolina,43.53709528,9.1,-34.43709528
0500000US12087,Monroe County Florida,-0.117379832,12.7,12.81737983
0500000US05015,Carroll County Arkansas,-21.28823089,15.7,36.98823089
0500000US30003,Big Horn County Montana,2.633573457,26.8,24.16642654
0500000US01009,Blount County Alabama,17.86196797,15.6,-2.261967973
0500000US13081,Crisp County Georgia,-41.74320989,31.2,72.94320989
0500000US41031,Jefferson County Oregon,7.539483855,20.9,13.36051614
0500000US12119,Sumter County Florida,-6.816897542,9.2,16.01689754
0500000US02100,Haines Borough Alaska,-3.311393598,8.4,11.7113936
0500000US18025,Crawford County Indiana,-108.291256,17.8,126.091256
0500000US19111,Lee County Iowa,32.52725893,16.3,-16.22725893
0500000US23003,Aroostook County Maine,21.55193391,17.5,-4.051933915
0500000US29223,Wayne County Missouri,-21.37736687,23.4,44.77736687
0500000US38085,Sioux County North Dakota,-60.88743339,37.1,97.98743339
0500000US36005,Bronx County New York,63.45256372,29.7,-33.75256372
0500000US51683,Manassas city Virginia,2.575326475,8.8,6.224673525
0500000US21031,Butler County Kentucky,20.95621568,22,1.043784322
0500000US48275,Knox County Texas,31.63221162,14.7,-16.93221162
0500000US19041,Clay County Iowa,10.63890505,11.8,1.161094948
0500000US54005,Boone County West Virginia,12.54456511,24.4,11.85543489
0500000US24005,Baltimore County Maryland,-2.297004849,9.1,11.39700485
0500000US51017,Bath County Virginia,15.83039298,9.3,-6.530392981
0500000US17049,Effingham County Illinois,15.07055158,11.3,-3.770551584
0500000US20019,Chautauqua County Kansas,-22.29288002,14.3,36.59288002
0500000US48033,Borden County Texas,1.072176155,2.8,1.727823845
0500000US42047,Elk County Pennsylvania,-9.596867878,9.4,18.99686788
0500000US47083,Houston County Tennessee,21.8011294,17.1,-4.701129404
0500000US48171,Gillespie County Texas,27.59397016,12.4,-15.19397016
0500000US42121,Venango County Pennsylvania,57.36249238,13.6,-43.76249238
0500000US05105,Perry County Arkansas,20.88570422,17.8,-3.085704218
0500000US37123,Montgomery County North Carolina,35.36927372,20.9,-14.46927372
0500000US08099,Prowers County Colorado,33.95928068,18.3,-15.65928068
0500000US32015,Lander County Nevada,-0.650884663,13.2,13.85088466
0500000US29101,Johnson County Missouri,28.18540561,16.2,-11.98540561
0500000US39051,Fulton County Ohio,59.95132033,10.6,-49.35132033
0500000US13177,Lee County Georgia,12.02350355,11.6,-0.423503549
0500000US13205,Mitchell County Georgia,67.8290995,27.1,-40.7290995
0500000US35019,Guadalupe County New Mexico,26.70044967,13,-13.70044967
0500000US29185,St. Clair County Missouri,-105.2066921,22.2,127.4066921
0500000US48185,Grimes County Texas,27.74943975,18.6,-9.149439753
0500000US12103,Pinellas County Florida,16.58872204,13.7,-2.888722037
0500000US17149,Pike County Illinois,0.580807042,14.9,14.31919296
0500000US26009,Antrim County Michigan,16.51796532,12.6,-3.917965321
0500000US21173,Montgomery County Kentucky,16.25006531,23,6.749934693
0500000US22053,Jefferson Davis Parish Louisiana,-66.31748118,19.6,85.91748118
0500000US01031,Coffee County Alabama,18.62234198,16.1,-2.522341983
0500000US34023,Middlesex County New Jersey,2133.905284,8.6,-2125.305284
0500000US28115,Pontotoc County Mississippi,45.81846097,17,-28.81846097
0500000US06009,Calaveras County California,-0.894584792,12.8,13.69458479
0500000US51181,Surry County Virginia,-66.90888996,13.6,80.50888996
0500000US20117,Marshall County Kansas,32.580777,8.9,-23.680777
0500000US27045,Fillmore County Minnesota,4.231250861,11.3,7.068749139
0500000US36057,Montgomery County New York,28.75043669,19.6,-9.150436689
0500000US55123,Vernon County Wisconsin,27.47425842,16.6,-10.87425842
0500000US47163,Sullivan County Tennessee,23.35298305,16.6,-6.752983045
0500000US29023,Butler County Missouri,20.64596811,21.6,0.954031891
0500000US18033,DeKalb County Indiana,40.68173601,12.5,-28.18173601
0500000US39153,Summit County Ohio,-17.6731711,13.6,31.2731711
0500000US47045,Dyer County Tennessee,25.22328329,18.1,-7.123283287
0500000US20043,Doniphan County Kansas,3.80201446,13.7,9.89798554
0500000US54057,Mineral County West Virginia,-108.0514155,14.8,122.8514155
0500000US17135,Montgomery County Illinois,31.63730694,15.6,-16.03730694
0500000US46005,Beadle County South Dakota,-96.66638174,23.7,120.3663817
0500000US06109,Tuolumne County California,9.213270577,13.6,4.386729423
0500000US40071,Kay County Oklahoma,74.65190094,17.6,-57.05190094
0500000US31173,Thurston County Nebraska,50.35209881,30.5,-19.85209881
0500000US12091,Okaloosa County Florida,9.918234427,11.5,1.581765573
0500000US28063,Jefferson County Mississippi,107.968089,47,-60.96808905
0500000US22029,Concordia Parish Louisiana,-2.678517796,31.2,33.8785178
0500000US16009,Benewah County Idaho,94.22589218,15.8,-78.42589218
0500000US49013,Duchesne County Utah,6.889603476,12.7,5.810396524
0500000US22107,Tensas Parish Louisiana,-42.27937661,38,80.27937661
0500000US54091,Taylor County West Virginia,110.8267092,15.7,-95.12670917
0500000US04001,Apache County Arizona,-28.46778926,35.9,64.36778926
0500000US37049,Craven County North Carolina,-11.26068387,15.4,26.66068387
0500000US48405,San Augustine County Texas,1.459726557,24.4,22.94027344
0500000US12065,Jefferson County Florida,4.640098263,13.9,9.259901737
0500000US05073,Lafayette County Arkansas,33.60696195,23.8,-9.806961951
0500000US51800,Suffolk city Virginia,4.388725608,11.2,6.811274392
0500000US40133,Seminole County Oklahoma,-5.759368684,22.7,28.45936868
0500000US51093,Isle of Wight County Virginia,27.36119724,10.3,-17.06119724
0500000US51191,Washington County Virginia,14.20003744,14.6,0.399962561
0500000US30061,Mineral County Montana,50.11308369,20.1,-30.01308369
0500000US39047,Fayette County Ohio,43.06281313,17.7,-25.36281313
0500000US47155,Sevier County Tennessee,54.47186265,15.3,-39.17186265
0500000US29035,Carter County Missouri,-14.45467456,14.5,28.95467456
0500000US18049,Fulton County Indiana,346.352505,13.3,-333.052505
0500000US54061,Monongalia County West Virginia,-29.30479967,21.3,50.60479967
0500000US40117,Pawnee County Oklahoma,47.54880841,15,-32.54880841
0500000US53033,King County Washington,16.54547536,10.2,-6.34547536
0500000US20075,Hamilton County Kansas,-239.5752285,9.3,248.8752285
0500000US27107,Norman County Minnesota,0.34655035,12,11.65344965
0500000US06011,Colusa County California,-1.228620779,14,15.22862078
0500000US28081,Lee County Mississippi,39.42078205,17.3,-22.12078205
0500000US12089,Nassau County Florida,22.03558402,11.4,-10.63558402
0500000US19177,Van Buren County Iowa,31.27765922,14,-17.27765922
0500000US31109,Lancaster County Nebraska,40.21216843,14,-26.21216843
0500000US08059,Jefferson County Colorado,19.59311782,7.8,-11.79311782
0500000US05083,Logan County Arkansas,-17.61364166,20.2,37.81364166
0500000US13261,Sumter County Georgia,66.28694332,33.4,-32.88694332
0500000US04019,Pima County Arizona,-167.6762716,18.3,185.9762716
0500000US47099,Lawrence County Tennessee,7.596365793,18.3,10.70363421
0500000US16031,Cassia County Idaho,14.05494829,14.7,0.645051714
0500000US19059,Dickinson County Iowa,-0.232459998,8.1,8.332459998
0500000US13111,Fannin County Georgia,62.60060316,15.8,-46.80060316
0500000US31167,Stanton County Nebraska,22.18999873,9.5,-12.68999873
0500000US48301,Loving County Texas,195.2699541,17.1,-178.1699541
0500000US21029,Bullitt County Kentucky,9.974080533,10.2,0.225919467
0500000US01055,Etowah County Alabama,26.13793755,17.9,-8.237937551
0500000US22031,De Soto Parish Louisiana,-23.43388881,26.3,49.73388881
0500000US51089,Henry County Virginia,-281.5345985,19.2,300.7345985
0500000US26021,Berrien County Michigan,33.17324314,17.2,-15.97324314
0500000US37109,Lincoln County North Carolina,5.218606141,15.2,9.981393859
0500000US45071,Newberry County South Carolina,98.42417942,19.8,-78.62417942
0500000US38031,Foster County North Dakota,-16.34522814,7.1,23.44522814
0500000US27023,Chippewa County Minnesota,2.000302032,11.1,9.099697968
0500000US36071,Orange County New York,-14.09478277,12.2,26.29478277
0500000US18027,Daviess County Indiana,-8.685170653,13,21.68517065
0500000US48415,Scurry County Texas,-2.057266933,12.8,14.85726693
0500000US40005,Atoka County Oklahoma,142.9598277,19.8,-123.1598277
0500000US29209,Stone County Missouri,-1459.426048,12.8,1472.226048
0500000US21169,Metcalfe County Kentucky,-18.85462369,23.1,41.95462369
0500000US02130,Ketchikan Gateway Borough Alaska,-56.31496833,10.6,66.91496833
0500000US24037,St. Mary's County Maryland,24.32421213,8.2,-16.12421213
0500000US56043,Washakie County Wyoming,14.57477181,12.8,-1.774771815
0500000US26107,Mecosta County Michigan,42.82826973,22.5,-20.32826973
0500000US17051,Fayette County Illinois,11.27653437,17.8,6.523465626
0500000US42027,Centre County Pennsylvania,61.74760307,18.4,-43.34760307
0500000US46061,Hanson County South Dakota,33.98763581,6.5,-27.48763581
0500000US40145,Wagoner County Oklahoma,9.856686745,10.7,0.843313255
0500000US19109,Kossuth County Iowa,-18.7539842,10,28.7539842
0500000US21225,Union County Kentucky,70.95076585,22.9,-48.05076585
0500000US48029,Bexar County Texas,12.23391969,16.4,4.166080309
0500000US51163,Rockbridge County Virginia,25.85695121,15.6,-10.25695121
0500000US20171,Scott County Kansas,-1.368824142,4.3,5.668824142
0500000US48263,Kent County Texas,-4.65292069,17.9,22.55292069
0500000US13049,Charlton County Georgia,221.8337878,23.1,-198.7337878
0500000US32027,Pershing County Nevada,6.29904397,15,8.70095603
0500000US55139,Winnebago County Wisconsin,57.64101376,12.2,-45.44101376
0500000US51530,Buena Vista city Virginia,30.02916394,20.8,-9.229163936
0500000US06085,Santa Clara County California,2.401665263,8.6,6.198334737
0500000US40091,McIntosh County Oklahoma,7.070491579,18.5,11.42950842
0500000US17153,Pulaski County Illinois,51.95427279,17.1,-34.85427279
0500000US42079,Luzerne County Pennsylvania,-17.6876036,15.2,32.8876036
0500000US48169,Garza County Texas,8.686747661,13.5,4.813252339
0500000US37051,Cumberland County North Carolina,-46.10722018,18.2,64.30722018
0500000US28005,Amite County Mississippi,344.9083614,22.8,-322.1083614
0500000US34039,Union County New Jersey,33.64009738,10.3,-23.34009738
0500000US29195,Saline County Missouri,-12.18861347,17.3,29.48861347
0500000US48095,Concho County Texas,-120.7058521,8.5,129.2058521
0500000US41033,Josephine County Oregon,-16.79065349,18.6,35.39065349
0500000US26011,Arenac County Michigan,-117.6706864,18.5,136.1706864
0500000US55085,Oneida County Wisconsin,13.82114362,9,-4.821143621
0500000US46097,Miner County South Dakota,-28.40370553,11.6,40.00370553
0500000US24029,Kent County Maryland,-6.439080301,13.1,19.5390803
0500000US19117,Lucas County Iowa,-20.82124418,9.9,30.72124418
0500000US23005,Cumberland County Maine,0.196082332,10.7,10.50391767
0500000US27139,Scott County Minnesota,7.554206891,5.6,-1.954206891
0500000US29183,St. Charles County Missouri,712.547227,5.7,-706.847227
0500000US38087,Slope County North Dakota,-50.47920228,6.8,57.27920228
0500000US36003,Allegany County New York,1.826526832,16.5,14.67347317
0500000US47137,Pickett County Tennessee,-5.225521856,18.8,24.02552186
0500000US19043,Clayton County Iowa,-5.526873238,10.4,15.92687324
0500000US51183,Sussex County Virginia,141.9414845,17.8,-124.1414845
0500000US54003,Berkeley County West Virginia,3.579599071,13,9.420400929
0500000US13175,Laurens County Georgia,-64.90892856,27.3,92.20892856
0500000US51015,Augusta County Virginia,-3.121221881,8.8,11.92122188
0500000US17047,Edwards County Illinois,18.09207873,11.5,-6.592078734
0500000US20017,Chase County Kansas,83.58495338,12.6,-70.98495338
0500000US48031,Blanco County Texas,43.50558397,10.8,-32.70558397
0500000US42041,Cumberland County Pennsylvania,3.938005274,7.8,3.861994726
0500000US20169,Saline County Kansas,-10.7821748,12.6,23.3821748
0500000US21171,Monroe County Kentucky,-0.222367993,23.5,23.72236799
0500000US51740,Portsmouth city Virginia,-0.024364028,17.7,17.72436403
0500000US48277,Lamar County Texas,5.554936144,17.8,12.24506386
0500000US12049,Hardee County Florida,-6.263792148,24.5,30.76379215
0500000US32017,Lincoln County Nevada,5.924511252,12.1,6.175488748
0500000US30013,Cascade County Montana,82.81815792,13.1,-69.71815792
0500000US13207,Monroe County Georgia,39.18797568,13.3,-25.88797568
0500000US27047,Freeborn County Minnesota,3.946742516,11.8,7.853257484
0500000US17069,Hardin County Illinois,1.785265552,16.6,14.81473445
0500000US02016,Aleutians West Census Area Alaska,19.34672089,7.5,-11.84672089
0500000US41005,Clackamas County Oregon,251.6020041,9,-242.6020041
0500000US12105,Polk County Florida,24.71275599,17.3,-7.412755992
0500000US53019,Ferry County Washington,-15.79847016,21.2,36.99847016
0500000US31185,York County Nebraska,17.32708382,9.7,-7.627083823
0500000US26125,Oakland County Michigan,15.72229008,9,-6.722290076
0500000US31033,Cheyenne County Nebraska,-4.211947877,10.9,15.11194788
0500000US13109,Evans County Georgia,407.3338884,26,-381.3338884
0500000US01033,Colbert County Alabama,18.41417282,16.8,-1.614172816
0500000US34021,Mercer County New Jersey,23.85901329,11.3,-12.55901329
0500000US08061,Kiowa County Colorado,-24.07771314,10.6,34.67771314
0500000US37121,Mitchell County North Carolina,21.60453218,15.4,-6.204532183
0500000US20115,Marion County Kansas,17.05984799,10.7,-6.359847991
0500000US02275,Wrangell City and Borough Alaska,44.60815028,11.7,-32.90815028
0500000US36059,Nassau County New York,12.51486497,5.9,-6.614864974
0500000US18173,Warrick County Indiana,31.39773505,7.7,-23.69773505
0500000US55121,Trempealeau County Wisconsin,-32.21607917,9,41.21607917
0500000US47165,Sumner County Tennessee,6.759770973,9.7,2.940229027
0500000US05107,Phillips County Arkansas,12.00616476,33,20.99383524
0500000US33019,Sullivan County New Hampshire,65.4638894,9.4,-56.0638894
0500000US29025,Caldwell County Missouri,17.26229521,13.3,-3.962295208
0500000US13297,Walton County Georgia,-18.83034175,12.8,31.63034175
0500000US20045,Douglas County Kansas,46.37910638,18.7,-27.67910638
0500000US18031,Decatur County Indiana,16.64339759,11.4,-5.243397587
0500000US13009,Baldwin County Georgia,26.60432857,27.8,1.195671428
0500000US19019,Buchanan County Iowa,5.860442265,7.8,1.939557735
0500000US55031,Douglas County Wisconsin,-16.63645595,14.2,30.83645595
0500000US46007,Bennett County South Dakota,54.9505807,38.1,-16.8505807
0500000US31171,Thomas County Nebraska,23.13353373,12.4,-10.73353373
0500000US48317,Martin County Texas,453.7315622,7,-446.7315622
0500000US28061,Jasper County Mississippi,33.4723347,22.8,-10.6723347
0500000US16029,Caribou County Idaho,-2.029482995,9.4,11.429483
0500000US39053,Gallia County Ohio,-9.341396196,20.9,30.2413962
0500000US39089,Licking County Ohio,-9.437427642,11.8,21.23742764
0500000US22105,Tangipahoa Parish Louisiana,92.90670455,21.9,-71.00670455
0500000US26039,Crawford County Michigan,96.34972548,16.4,-79.94972548
0500000US54093,Tucker County West Virginia,59.65655729,15.3,-44.35655729
0500000US47081,Hickman County Tennessee,0.710727709,19.7,18.98927229
0500000US27039,Dodge County Minnesota,-69.75825444,5.7,75.45825444
0500000US36087,Rockland County New York,88.91146294,14.2,-74.71146294
0500000US29221,Washington County Missouri,13.04412315,20.2,7.15587685
0500000US48403,Sabine County Texas,-18.49436735,20,38.49436735
0500000US04007,Gila County Arizona,12.53016648,21.9,9.369833515
0500000US40131,Rogers County Oklahoma,8.982425016,9.4,0.417574984
0500000US51091,Highland County Virginia,33.37107279,10.6,-22.77107279
0500000US49011,Davis County Utah,15.31780222,6.2,-9.117802217
0500000US18169,Wabash County Indiana,14.67705992,13.3,-1.377059925
0500000US39045,Fairfield County Ohio,-43.74064491,9.9,53.64064491
0500000US47157,Shelby County Tennessee,134.451428,20.8,-113.651428
0500000US29033,Carroll County Missouri,12.60200512,18.4,5.797994877
0500000US54063,Monroe County West Virginia,28.77527064,17.2,-11.57527064
0500000US47051,Franklin County Tennessee,34.65442026,15,-19.65442026
0500000US25003,Berkshire County Massachusetts,-5.086401683,11.3,16.38640168
0500000US20077,Harper County Kansas,-8.302134111,16.8,25.10213411
0500000US27101,Murray County Minnesota,15.22315931,8.2,-7.023159308
0500000US06017,El Dorado County California,-472.0998998,9.8,481.8998998
0500000US37159,Rowan County North Carolina,112.8249185,16.8,-96.02491849
0500000US51680,Lynchburg city Virginia,-8.056926017,22.3,30.35692602
0500000US55027,Dodge County Wisconsin,26.2637378,8.8,-17.4637378
0500000US46039,Deuel County South Dakota,-19.3786895,10,29.3786895
0500000US46129,Walworth County South Dakota,-25.8241305,10.2,36.0241305
0500000US19171,Tama County Iowa,50.44962079,11.8,-38.64962079
0500000US12071,Lee County Florida,-2.868662716,14.9,17.76866272
0500000US18029,Dearborn County Indiana,48.41096493,10.1,-38.31096493
0500000US13267,Tattnall County Georgia,-6.756803231,23.7,30.45680323
0500000US48097,Cooke County Texas,-29.33463693,13.9,43.23463693
0500000US13011,Banks County Georgia,41.91853761,14.3,-27.61853761
0500000US48261,Kenedy County Texas,10.33866291,24.8,14.46133709
0500000US31169,Thayer County Nebraska,-396.6236358,10.9,407.5236358
0500000US08079,Mineral County Colorado,1034.855901,12,-1022.855901
0500000US26079,Kalkaska County Michigan,-303.2903508,18.5,321.7903508
0500000US28079,Leake County Mississippi,-30.51116399,25.1,55.61116399
0500000US31095,Jefferson County Nebraska,6.180309165,10.6,4.419690835
0500000US48191,Hall County Texas,114.9005794,22.2,-92.70057941
0500000US40119,Payne County Oklahoma,15.77399208,26.3,10.52600792
0500000US16033,Clark County Idaho,-27.73938186,24.2,51.93938186
0500000US13239,Quitman County Georgia,-42.00567451,22.8,64.80567451
0500000US30075,Powder River County Montana,-1809.817261,8.2,1818.017261
0500000US38033,Golden Valley County North Dakota,26.8078944,9.4,-17.4078944
0500000US27021,Cass County Minnesota,-10.28184108,15.3,25.58184108
0500000US36077,Otsego County New York,15.24074942,16.1,0.859250577
0500000US48417,Shackelford County Texas,-14.58529571,17.7,32.28529571
0500000US56027,Niobrara County Wyoming,-16.90336747,14.9,31.80336747
0500000US38099,Walsh County North Dakota,64.19008617,9.9,-54.29008617
0500000US53031,Jefferson County Washington,26.81893693,12.8,-14.01893693
0500000US36019,Clinton County New York,10.46918979,15.7,5.230810209
0500000US26105,Mason County Michigan,33.59355321,16,-17.59355321
0500000US40065,Jackson County Oklahoma,-0.290011237,18,18.29001124
0500000US19075,Grundy County Iowa,13.13682307,5.8,-7.336823073
0500000US29197,Schuyler County Missouri,49.81722931,18.4,-31.41722931
0500000US46067,Hutchinson County South Dakota,32.08682814,13,-19.08682814
0500000US40143,Tulsa County Oklahoma,72.29538758,15.5,-56.79538758
0500000US24031,Montgomery County Maryland,-8.891632797,7,15.8916328
0500000US51161,Roanoke County Virginia,4.546880176,8,3.453119824
0500000US28083,Leflore County Mississippi,211.7675823,40.3,-171.4675823
0500000US20173,Sedgwick County Kansas,15.17479113,14.7,-0.474791125
0500000US22043,Grant Parish Louisiana,34.81779326,20.2,-14.61779326
0500000US32021,Mineral County Nevada,-14.43944971,20.3,34.73944971
0500000US31029,Chase County Nebraska,-16.38196305,8,24.38196305
0500000US42025,Carbon County Pennsylvania,21.09219141,12.8,-8.29219141
0500000US17053,Ford County Illinois,13.84357592,15.7,1.856424077
0500000US13113,Fayette County Georgia,2.059139738,6.3,4.240860262
0500000US06087,Santa Cruz County California,-25.97087519,14.7,40.67087519
0500000US40093,Major County Oklahoma,27.52681054,13.1,-14.42681054
0500000US29099,Jefferson County Missouri,106.6958013,10.9,-95.79580128
0500000US37057,Davidson County North Carolina,10.62159097,15.8,5.178409032
0500000US26023,Branch County Michigan,71.23100588,15.9,-55.33100588
0500000US28007,Attala County Mississippi,-32.12881469,22.6,54.72881469
0500000US45073,Oconee County South Carolina,-2.313246352,18.6,20.91324635
0500000US48303,Lubbock County Texas,54.09923488,18.8,-35.29923488
0500000US16069,Nez Perce County Idaho,26.77471416,14.4,-12.37471416
0500000US41035,Klamath County Oregon,11.20276275,18.7,7.497237246
0500000US26013,Baraga County Michigan,-73.7372038,14.4,88.1372038
0500000US55087,Outagamie County Wisconsin,13.93735345,8.6,-5.33735345
0500000US46095,Mellette County South Dakota,61.86040142,42.6,-19.26040142
0500000US04005,Coconino County Arizona,13.69127832,21,7.30872168
0500000US19115,Louisa County Iowa,-27.13529721,11,38.13529721
0500000US23007,Franklin County Maine,22.29593906,12.4,-9.895939062
0500000US21231,Wayne County Kentucky,48.30218483,23.2,-25.10218483
0500000US49017,Garfield County Utah,-12.07907274,13.1,25.17907274
0500000US29227,Worth County Missouri,-3.278939399,15,18.2789394
0500000US38081,Sargent County North Dakota,11.04351919,4.3,-6.743519189
0500000US53049,Pacific County Washington,93.21528908,18.6,-74.61528908
0500000US36001,Albany County New York,221.9016004,12.4,-209.5016004
0500000US47135,Perry County Tennessee,22.96695218,29.4,6.433047824
0500000US19045,Clinton County Iowa,-4.660851482,13.1,17.76085148
0500000US54001,Barbour County West Virginia,-12.93646763,22.5,35.43646763
0500000US24009,Calvert County Maryland,4.038532395,5.7,1.661467605
0500000US08063,Kit Carson County Colorado,50.19685972,11.5,-38.69685972
0500000US17045,Edgar County Illinois,46.34910778,15.4,-30.94910778
0500000US20015,Butler County Kansas,-2298.757089,10.8,2309.557089
0500000US21177,Muhlenberg County Kentucky,14.61117314,20.5,5.888826856
0500000US48037,Bowie County Texas,127.3418309,17.9,-109.4418309
0500000US51119,Middlesex County Virginia,18.37706472,10.2,-8.177064721
0500000US51185,Tazewell County Virginia,-52.56190734,15.6,68.16190734
0500000US12129,Wakulla County Florida,11.4297613,12.6,1.170238702
0500000US31031,Cherry County Nebraska,0.822011081,9,8.177988919
0500000US05101,Newton County Arkansas,16.35945011,17.8,1.440549892
0500000US45045,Greenville County South Carolina,20.97458855,13.5,-7.474588546
0500000US32019,Lyon County Nevada,-0.604496742,13.7,14.30449674
0500000US29510,St. Louis city Missouri,-134.0913705,25,159.0913705
0500000US30011,Carter County Montana,105.3526559,11.8,-93.55265589
0500000US13201,Miller County Georgia,9.974893311,23.3,13.32510669
0500000US29181,Ripley County Missouri,2.956422873,23.4,20.44357713
0500000US49049,Utah County Utah,-3.817976613,11.8,15.61797661
0500000US41007,Clatsop County Oregon,400.2240433,12.2,-388.0240433
0500000US42043,Dauphin County Pennsylvania,949.0007511,13.2,-935.8007511
0500000US12107,Putnam County Florida,90.30836884,27.6,-62.70836884
0500000US12069,Lake County Florida,26.83908089,12.8,-14.03908089
0500000US25019,Nantucket County Massachusetts,33.45488709,11.2,-22.25488709
0500000US20069,Gray County Kansas,55.87047131,8.5,-47.37047131
0500000US37127,Nash County North Carolina,94.28721838,15.9,-78.38721838
0500000US39055,Geauga County Ohio,-148.0848887,6.5,154.5848887
0500000US27049,Goodhue County Minnesota,15.32695441,10.8,-4.526954415
0500000US29027,Callaway County Missouri,21.03754021,12.3,-8.737540212
0500000US18171,Warren County Indiana,26.33842534,9.5,-16.83842534
0500000US48315,Marion County Texas,1.755918471,22.3,20.54408153
0500000US02090,Fairbanks North Star Borough Alaska,121.9232468,7.7,-114.2232468
0500000US55127,Walworth County Wisconsin,5.009183506,12.4,7.390816494
0500000US05093,Mississippi County Arkansas,23.99054425,25.6,1.609455753
0500000US30085,Roosevelt County Montana,-9.883418809,29.1,38.98341881
0500000US13295,Walker County Georgia,-50.75320342,17.2,67.95320342
0500000US47167,Tipton County Tennessee,5.536693453,14.6,9.063306547
0500000US20047,Edwards County Kansas,-3.549561332,10.2,13.74956133
0500000US13007,Baker County Georgia,22.91656468,19.5,-3.41656468
0500000US19017,Bremer County Iowa,0.222948324,7.7,7.477051676
0500000US17139,Moultrie County Illinois,15.3723783,12.1,-3.272378304
0500000US55033,Dunn County Wisconsin,40.01580559,12.8,-27.21580559
0500000US19169,Story County Iowa,4.590305661,22,17.40969434
0500000US48089,Colorado County Texas,36.50750133,12,-24.50750133
0500000US26127,Oceana County Michigan,25.27854823,17.5,-7.778548235
0500000US28067,Jones County Mississippi,13.59459964,21.6,8.005400364
0500000US22025,Catahoula Parish Louisiana,13.48802716,21.8,8.311972842
0500000US16005,Bannock County Idaho,18.77187958,17.6,-1.171879576
0500000US08039,Elbert County Colorado,4.474890713,4.8,0.325109287
0500000US13029,Bryan County Georgia,38.7071039,14.1,-24.6071039
0500000US22103,St. Tammany Parish Louisiana,38.65673342,10.8,-27.85673342
0500000US38005,Benson County North Dakota,138.8748616,33.3,-105.5748616
0500000US36085,Richmond County New York,63.18826771,12.9,-50.28826771
0500000US48401,Rusk County Texas,-10.44438462,15.8,26.24438462
0500000US48189,Hale County Texas,-5.531431006,19.8,25.33143101
0500000US40137,Stephens County Oklahoma,-114.2243231,15.1,129.3243231
0500000US51097,King and Queen County Virginia,-4.851725627,15.6,20.45172563
0500000US02261,Valdez-Cordova Census Area Alaska,-14.92637845,7.4,22.32637845
